"","id","text"
"7075_0.txt",54,"I felt a little uneasy here and there watching this flick, mostly due to the fact that I was watching it in a sort of 'viewing room' on a campus, where a bunch of TV's are set-up and people can watch whatever they want with headphones for the volume. Luckily, no one else entered the room- if so, I would probably have been reported for watching pornography, or snuff-film work, or both. I'm almost surprised this even came in the mail via netflix (though not that it didn't, apparently, get theatrical distribution here in the states). Of the only handful of Takashi Miike films I've seen, this does definitely take the cake. If it's maybe not his absolute best maybe it's part of the appeal; Miike is experimenting with the viewer's expectations, even his f****d up Japanese fan-type ones. It takes the idea of doing a tragic-comedy on a dysfunctional family and turns it on its head, and puts it across the line of what should usually be acceptable with absurdism, and either have the viewer be pleased (in a manner of speaking) or utterly disgusted, or both, that they went over the line.<br /><br />And what a family indeed. It starts off as being something, in its own way, almost quirky in the view of a family on the brink. There's infidelity at first- the father (Kenichi Endo), unintentionally video-tapes himself having sex with a certain girl. This is quite the graphic, uncomfortable sex scene, albeit with the most 'sensitive' parts being blurred, and this cuts right away to something completely different (if the Monty Python sound rings from reading that, it's not without some coincidence throughout the picture), as the father gets hit on the head by some guy with a rock. This guy, knick-named Q (Kazuchi Watanabe), comes to stay at the family's house, where the mother (Shungiki Uchida) gets whipped with a cane by her son, who on his way to and from school always without fail gets beaten and robbed by bullies. She's also into heroin, but then later when something happens particular-like with Q, another unnerving revelation is revealed, one without really any explanation for being there.<br /><br />But I realized after a while Miike set it up from the beginning with Q suddenly entering into this world, and somehow for no actual reason being accepted. In fact, if you're looking for reason, you might want to look elsewhere, seriously. It's a look at the disintegration of a family using a medium within its video-work (I was reminded of Godard's equally un-settling work of original sexually depraved and uncouth family in Numeroux Deux), and if taken really as being a serious work you might have to turn it off after a while. This is not something that I could easily do, however, as I had to watch what would happen much like in something in a Lynch or Bunuel film. It's actually not without some merit to compare him with those other filmmakers, as his work pushes the absurdism/surrealism to the brink, where there's no choice left but to laugh at what's going on. Take when the father decides to suddenly jump into his 'reality-TV' time by taping when the bullies shoot fireworks at their house. Or when things start getting particularly disturbing (necrophilia, yeah) and the juxtaposition of father to mother in these scenes is extraordinary in deranged comic timing.<br /><br />After it ended, with the final shot leaving a look on my face like a dog in front of a different piece of food in the bowl, I knew that Visitor Q is a work that goes beyond taking an ultra-serious look at the world of these psychotic criminals- or at the least social introverts and with sexual intentions that go over the edge- it worked a lot better than it might have at doing just a straightforward mockumentary of reality-TV. I'm not sure what the situation of the degrading medium is like in Japan, but by sticking to mocking this family and they're near-silent 'visitor', and putting it all through a blender of crimes and misdemeanors that would make some faint on the spot, Miike achieves his goals more or less, whatever they might be. It's got some scenes that don't work early on, or maybe its just so strange to really get into the mood of it at first. Once hooked in, I had as much fun, in the most perverse voyeuristic way, as I did with Ichi the Killer. It confronts the viewer, and should be deliciously shocking and unrepentantly hilarious for years to come. That it's not for everyone will be known right from the first scene."
"23986_0.txt",55,"I was sceptical at first because straight to video martial arts films tend to scream 'rubbish' from the front cover all the way to the final credits. But this film is certainly different. The story is beautifully basic and uncomplicated, yet never seems too simplistic or rehashed. A biomechanically augmented ex-assassin and wise cracking bar-fly hardly seem the most likely pair yet this film manages to pull it off as it follows them running from bounty hunters, police and various explosions alike. The star of the film is certainly Dacascos who demonstrates such physical ability on a par with the likes of Jet Li and Ong Bak's star Tony Jaa. Due to the low budget - which adds to rather than detracts from the style of the film - there's no CGI and wire work is clearly minimal. Kinetic, frenetic and beautiful are certainly words that describe the fight sequences in this film. Dacascos fits the part of an enhanced fighter with a speed reminiscent of Bruce Lee, and the varied and stylised arenas complement the action no end. I cant believe Hollywood didn't target Dacascos for the biggest projects, save Cradle II the Grave. Kareem Hardison is hilarious at times but also sometimes a distraction from Dacascos but his improvisations and ability to carry the story between the action cannot be overlooked. This film has everything you could want from a martial arts flick and smacks of Chinese influence despite being an Amercian project. The main reason this film is probably unheard of is that it was released at the same time as Rush Hour which was a big budget version of this film, in the sense it is an action comedy with African American/Chinese protagonists. I strongly recommend this film to anyone who has seen Dacascos before as this is surly his finest film, and also to anyone that is intrigued by an American martial arts film that can hold its own against its Chinese counterpart."
"40203_0.txt",56,"I'm not familiar with Greenaway's other work; I mostly experienced this for Louis Andriessen's score (I'm a fan, and this isn't his best work, but it does have its moments). As for the film itself, let me say this: I like difficult art, and difficult cinema. I spend many hours justifying the existence of difficult art to others who are not quite so adventurous. I enjoy emotional distance and ambiguous meaning, taken even to Euro-trash extremes. And yet, I found this film to be the worst, most pretentious piece of crap I've ever seen in my life. It is very unattractive visually, and the film has dated very, very poorly in terms of its overall look. (Yes, you can tell this was made for TV...) Greenaway never knows when to get out of the way and let the images just breathe on their own... there is far too much information on screen at all times. If a first run through his completely awful text (which might pass as ""edgy prose"" in my junior high diary), set to Andriessen's music, wasn't enough for you, don't worry... he'll display the whole thing from start to finish in a slow side-scroll that features such high-tech effects as digitally-generated drop shadow. And his attempts at ""choreography"" are so banal in spots that you'll want to laugh out loud. Now I absolutely have to see another Greenaway film to see if they're all this bad. As for yourself, don't bother."
"20879_0.txt",57,"During last year's visit to the Hong Kong International Film Festival, it gave me an opportunity to take in first hand and provide for some exposure to Chinese films, specifically those that were made in China. Amongst those that I've seen, I was blown away by the quality of storytelling and craft, and had wondered how soon after would I have the chance to watch something from China again, since our local cinemas don't really bring them in for mass consumption. Hence, this film festival was like a godsend, putting together some classics of the past, together with contemporary offerings from the new generation of directors. The Festival name might be a mouthful, but its objective is no doubt succinct - to introduce us to the magic of Chinese cinema once again.<br /><br />Electric Shadows opens the festival, and by and large I've heard some really good things about it. The DVD has been available for some time already, but procrastination meant not picking it up, so having it screened as the opening film was no excuse anymore to miss it. And it's no surprise that I fell in love with director Xiao Jiang's first film, which is one with such a compelling story and fine acting, I would think one would likely have a heart of stone not to like it for some reason.<br /><br />The film's opening introduces us to the character of Mao Dabing (Xia Yu), a water delivery boy who spends the bulk of his wages watching movies in the cinemas. I chuckled at this obvious identification, of someone spending his free time at the movies, and being completely lost in them as a form of escapism from the mundane repetitiveness and perhaps loneliness in his day job. While we follow his point of view for the most part at the beginning, that perspective shifted to a mute girl he encounters, who for no reason pounded his head with a brick, and destroyed his company sponsored bicycle. Persuaded to help her look after her fish while she has to inevitably get detained by the authorities, Dabing thought that he had reached seventh heaven when her apartment turned out to be one huge home theatre.<br /><br />From there, the pace picks up, and we're transported to some 30 years back into the Cultural Revolution, and rewinds a little bit to the earlier generation. Electric Shadows has a bit of everything, even though some might like to compare it to Cinema Paradiso, I thought that this film had merits to stand on its own two feet despite the obvious comparison. It is its own movie, and while episodic, it never felt disjointed or had portions out of place, but gelled together seamlessly to weave an epic adventure of the story of a young girl Ling Ling, born at an outdoor cinema, and had cinema to be her companion during her formative years. As always, it's the mothers, here Jiang Xuehua (Jiang Yihong) an actress wannabe, who played a huge role in her appetite for films, and for her philosophy to lead a life with their heads held high because of her single parent status, leading to Ling Ling being quite a feisty little girl.<br /><br />It was a time where film screenings were communal in attendance and experience, in small towns where close knit villagers have that as common mass entertainment. Electric Shadows managed to capture the social and cultural climate of the times, and best of all, had a tremendous number of clips to snapshot various cinematic oldies and gems that you would be tempted to check out should you have the opportunity to do so, one of which is Shining Red Star which will be screened this Saturday. Against this backdrop, Ling Ling leads quite an eventful life, where the pace catapults with the introduction of Mao Xiaobing (Wang Zhengjia), a scruffy kid from out of town whose mischievousness brings trouble, but for their love of movies which brought them together to be best frien uds forever, even though he prefers the action genre where he can make-belief he's the star of the show.<br /><br />Electric Shadows is such a charming film that you'd find it hard to believe it's actually a first film, balancing drama, comedy and tragedy even with great aplomb, although there were some series of coincidences in the events and characters that you'll find it easy to ignore for the whole movie to work. It's strength also came from the wonderful cast who brought their likable characters to life, and you cannot find better chemistry between the cast members even when some of them take up the same characters albeit for different age groups. You'll feel for mother Xuehua in her resignation to the bad hand Fate had dealt her, you marvel at the dedication of Pan Daren (Li Haibin) the projectionist, you laugh and cry at the antics of the children, especially those of Xiaobing and Bing Bing (Zhang Haoqi) the kid brother who seemed to possess such maturity in his innocence. <br /><br />It's been a long time since I was moved so immensely moved by a single film, and I'm glad that Electric Shadows shone brightly through and cemented its place in my mental list of all time favourite movies. With amazing cinematography and locales, and a score as performed by the China Philharmonic Orchestra, this is a must watch, a truly exquisite film to sit through, well worth your time and one for repeated viewings. I'm getting the DVD!"
"10014_0.txt",58,"James Cagney is always a delight to watch, even when he's playing a pompous and disgusting pig like Marty Snyder. If you don't agree with that statement, you may have a hard time taking in Love Me Or Leave Me, because Cagney's character is about as unlikeable as leading men come. I know next to nothing about Snyder's non-fiction life, but if we are to believe his composite in this film, the dude must have been completely lacking redeeming qualities of any kind.<br /><br />Of course, Cagney himself is well known as one of the nicest, most decent human beings who ever worked in Hollywood, so the fact that he so effectively channels Snyder's loathsome persona certainly demonstrates the actor's tremendous skills. If you've seen any of Cagney films, you're probably used to those, but his ability to own every scene he's in despite the fact that the audience is destined to abhor his character shows very clearly how fully Cagney leaped into every performance he undertook. <br /><br />Doris Day is not one of my favorite actresses of the classic era, but she is excellent here. Perhaps I just hadn't seen her at her best until now, but after witnessing her show-stopping Zigfield Follies number here, I'm a believer. It's hard to sell her as a sympathetic character, especially watching her maintain her timid vigil under Snyder's dominating and abusive umbrella, but the film explores their volatile relationship in such depth, some semblance of understanding creeps through. This is not your traditional love story however, and in fact that emotion seems to have very little to do with the pairing on the screen in Love Me Or Leave Me. The film instead essays a very peculiar mutual dependency, and it's a fascinating relationship to digest in the hands of these two gifted actors, both of whom make every scene they share sizzle as they play off of each other.<br /><br />A substantial number of musical performances pad the running time, and it could be argued that some could have been omitted for the sake of streamlining the story. But the songs serve as external monologues in which Day fills in the emotional gaps in her character's psyche, and paying close attention to the words reveals a lot about the unspoken undercurrent of alternating disgust and devotion that seems to have classified this co-dependent arrangement. Luckily, all of the music is excellent, and Day's performances are all top notch. Whether we're seeing her headline elaborate stage numbers or simply rehearsing by the piano, her plain but effective vocal delivery always seethes with emotion.<br /><br />Though the film is definitely dated, it has aged quite well. Today's audiences will likely note the casual misogyny that runs rampant throughout the film, which was so prevalent in early Hollywood and was somehow accepted as part of popular culture. Those not familiar with this phenomenon may be a bit shocked by what they see here, but if we put it in context with the times and consider what a woman's role was traditionally considered in the era, it's not off-putting to see Day endure these verbal and emotional attacks without retaliation. It certainly doesn't dilute the strength of her performance, or the character for that matter, and knowing that it wasn't considered socially proper for a woman to talk back to her fella in those days adds yet another layer of complexity to the fabric of this union. We know there will come a point where Day finally can't take anymore, and watching her soak up each new trespass while being forced to bottle her emotions allows us to truly be engulfed by the inner turmoil of this woman whose dreams are coming true, even as her life away from the stage is a nightmare.<br /><br />This is an engrossing character study on both sides, and Day and Cagney are both in top form here. If that alone isn't enough to persuade you to watch this film, I'm at a loss to provide a better selling point."
"12796_0.txt",59,"In the hands of experimental Japanese filmmaker Nobuhiko Obayashi, the tale of seven ""unmarried"" young high-school girls who, during a school break, travel to a spooky, remote hilltop house to visit the reclusive, mysterious Aunt of one of their fold only to be consumed one at a time by the Ghost-House/Aunt in increasingly novel ways, is escalated into a spastic, phantasmagorical confetti burst of avant-garde techniques and tonalities. Not a minute goes by without some kind of imaginative and spirited experimental visual manipulation or interjection; from kaleidoscopic color schemes, to frame and time altering collage montage, to wild, high-concept mixed media integration (animation, mattes, props, sets, etc), to mini-movie injections (lovingly parodying/mimicking everything from silent film stylistics, to romantic fantasies to obligatory action scenes). Any and all workings of the film form are here incorporatedly warped; from imagery and editing to music and sound to content and presentation. Even the sketches of characters and their respective performances by the actors are hemmed in time with the overall off-the-wall configuration. (Example: Each girl is intentionally drawn with their stock personalities (the musician, the over-weight eater, the athlete, etc) novelly paraded in gleeful iconic irreverence.) The moods and tones of the film are equally melodic in their own discordant tangential way; seamlessly walking the line between comedy, horror and the deadpan aloof. It all adds up to a whole lot of fun. Where else could you see a girl eaten by a piano, an upright Bear helping cook dinner at a roadside noodle-stand or a man turned into a pile of bananas because he doesn't like melons!? With all its packed in candy-colored confections and novel door prizes, ""Hausu"" is a cinematic surprise party all in one...just add you.<br /><br />Get an English Subtitled DVD at: allcluesnosolutions.com"
"17527_0.txt",60,"Telling about the years from his fateful first encounter with the Castro brothers in Mexico to the end of the revolution, The Argentine helps show how a young doctor became a Comandante respected and loved by a nation that was not even his. This was a man with ideals, one who believed in the love of humanity, justice, and truth. He was a doctor above all else, patching up the troops and making sure the people in every village they passed through had the care and attention they needed. He also was not afraid to lead the charge and stand at the frontlines without fear of death. One must live as though they have already died, then the fear will be gone and you can do what is necessary for the cause. It is about the group and the country, not about his survival. In his idealized communist beliefs he was fighting for Cuba and the only outcomes allowed were victory or his own destruction.<br /><br />Soderbergh's ambitions are evident right from the start. Although it mainly concerns the years between 1955-1962, he splices in events happening later on as Che visits the UN. Shot in black and white to help juxtapose against the sumptuous colors of our main action, these future scenes comment on what is happening during the war, cutting in to enhance the tale. There is a lot of structural jumping between the years, each change titled with a date and place to orient us as the viewers. The technique lends a more modern artistic scope to what would otherwise be a linear narrative and I believe helps tell the story more coherently. He has edited the film for the most efficient portrayal of the facts, a somewhat cause and effect relationship to better let us understand the situation. And it is a beautifully shot film, lending a fly on the wall type feel as we follow the revolutionaries or watch the UN debate. It is less artifice than an account of what happened based on the memoirs of Guevara himself. All the battles and all the victories from start to finish, his own uphill advancement through the ranks, from doctor to right-hand man, instructor of new recruits to leader of an army. However, if this film is to be believed, Che never wanted the power past being able to get the job done. Once Cuba was free he wanted to bring the revolution to all of Latin America, to share his experiences and political viewpoints. An intelligent man, he is shown fighting for his beliefs, no matter the cost. Unafraid to do what was needed meant he was unafraid to kill. Does a man like that deserve to be glorified in a film like this? That is in the eye of the beholder because to some he was a hero and a patriot, but like every conflict in history, where there is a good side there is a bad. To view a battle objectively is impossible because there will always be someone to defend it and someone else to protest.<br /><br />The Argentine is one that will make you think about the strength of the mind and the power of ideas. A country came together and helped back a revolt with force to take over the government. With the charismatic and understated performance from Benicio Del Toro as Che, one can't help but see why. Always with a smile and a kind word, he ruled with respect and without compromising his beliefs. The fact that he leads intellectually makes the moments of outburst that much more effective. The role should garner a lot of praise as he embodies the man completely, shedding any preconceptions of the actor himself. Demotions and promotions don't apply during his tenure in the army, he does what Castro needs him to do; he follows his leader and expects the same from those under him. He portrays this man as one to be listened to and taken seriously. Castro himself holds council and values his ideas, and one might say that if Fidel was the face of the revolt, the man pulling the strings, Che was the muscle, the force allowing it all to happen.<br /><br />In the end, though, while the visuals are gorgeous and the acting superb, it is the story that leaves a little something to be desired. Structurally interesting and easier to follow than one might think due to the jumps in time, we are not shown all the details. Often times we are thrown directly into the action without knowledge of why we are there or what is happening for what reason. Events occur and we are shown flashes, learning details after the fact or never at all. An example is when Che all of a sudden needs a cast for his arm. We don't know what happened, another character actually asks him, but when the answer is about to be said, we cut to another scene. Soderbergh seems to have crafted the tale he wanted to, only allowing us to see what he deems important, while leaving all other details by the wayside. He paints Guevara in a kind light, as a warrior with a purpose, never putting himself in front of the mission or country. In that regard the film is about the Argentine, but on the whole it is really about the war itself. Why is Batista bad? Why is Castro good? None of that matters. This isn't a history lesson showing the reasoning or rationale, you can get that in a book. Instead Soderbergh is just sharing the events themselvesas they happen, not why. You can't deny the scale or ambitions on display, however, the lack of background may make it hard to decipher, or even hard to really care."
"3987_0.txt",61,"Not much of a thriller, Juncture is a beautiful drama that also raises questions of moral importance. <br /><br />Lead Kristine Blackport (as Anna Carter) sometimes gives you the shudder. She makes you feel what Anna would feel if were in her place. <br /><br />Plot: Anna Carter is informed by her doctor that she has three months to live because she suffers from frontal-lobe Glioblastoma (a type of brain cancer). Tumors in the frontal lobe can cause changes in personality, thus the question whether her decision to kill child-molesters and other criminals is a matter of choice or of psychiatric nature hangs unanswered. As the plot goes forth, the moral and philosophical issues arising are inevitable, and the surprising end is a statement you can't forget. <br /><br />I liked it very much."
"27459_0.txt",62,"The Living Dead Girl is one of the worst horror films ever because it has nothing to offer the audience, not even schlock or eerie premises, what passes as ""gore"" is supposed to douse us with some appreciation of this awful film, and yes, it is terrible. Rollin made this simply to cash in on nude horror films, but it doesn't have any atmosphere, story or fright to propel it along and most of the naked women are dead dull ugly. Continuity errors, cheap make up and effects, mics in the shot, film crew shadows and excessive lighting also ruin it beyond imagination. The pacing by all accounts is tediously slow, Rollin drags us through lurid shots and fake eye gougings and rotten acting that wouldn't pass a low budget play. The problem of the film is that it is not interesting, nor even believable, and he neglects to give us any truly frightening moments, instead he overloads us with distracting and annoying fake blood and fully naked waif-like 70's girls who are hideous to behold. There is no story, just one scene after another that is comprised of the Dead Girl looking for more idiotic victims and tons of shots comprised of the boring French provinces shown in wide angles, including a lackluster French band playing corny music. The ending is incredulous and the whole thing is a wasted effort from a limited director."
"41995_0.txt",63,"Ever since seeing it when first released I have waited to find a worse film. The only value in having witnessed this atrocity is the retelling of the experience. It is a good thing to be able to say, ""This is the worst movie I have ever seen.""<br /><br />Now IMDb is asking me to fill in at least 10 lines of text in order to meet the minimum requirement of review length. Unlike Dead Boyz Can't Fly, however, I know when to leave well enough alone. It's unfortunate that the solution to whatever problem the IMDb people are trying to avoid happens to infringe on the finer qualities of a succinct and pithy piece of writing."
"21879_0.txt",64,"Really nice to read all of the comments and know that the film was appreciated. I first saw the film in NYC as a sneak preview before 2001 Space Odyssey. My companion and I agreed that there was no reason to stay after Made For Each Other. I searched for that film in every TV schedule for more than ten years...it must have been practically every day, because when I did find it(and made my copy!)i never saw it again. Always the other movie of the same name with James Stewart. I found these comments because I was trying to find a copy of the DVD online, so if anyone hears of of how to find it...share!! the copy of my copy is getting old! the french would love this movie even now."
"32747_0.txt",65,"This was the most appalling adaptation of a story I have seen in quite some time. It does violence to the fundamental story line of LeGuin's books--no wonder she has publicly distanced herself from it.<br /><br />For one thing, Ged (that's his true name, by the way, and everyone on Earthsea has them) is not a petulant teenager. He is impetuous, but not petulant. There was also no Christian subtext in the books. Ged did not rise from the dead; he was re-born when he received his true name, but that happened when he was seven, and is something he shares with every other Archipelagan.<br /><br />The people of the Archipelago are red-brown to black. They are not pasty Chlorox white. A series that had non-whites as its protagonists was a rare thing in the sixties and seventies--whites don't need to appropriate this one now.<br /><br />The God-King was not trying to conquer all of Earthsea in order to conquer death. He does not succeed in an attack on Roke, and he does not knife the Archmage. <br /><br />Normally, I understand the compromises necessary to translate a book to a film. The two move at different paces and have different story telling needs. So if dialogue wanders, or secondary plots disappear--fine, so long as the original author's intent and main story line are preserved. This adaptation (in which the producer, Robert Halmi, claimed to speak for Ms. LeGuin (and called her ""miss""--MISS, to a woman who has been in the forefront of feminism for over thirty years!!!!!!!)) did not even maintain the same story or the same intent. LeGuin has noted that the whole story revolves around two young people coming into their power--and the responsibilities and problems thereof. There was none of that in this story. For shame, anyone responsible for decisions about this film: you did terrible work this time around."
"39840_0.txt",66,"Well, the first one was full of clichés and the killer Santa wasn't that scary, but I give it the benefit of the doubt since they were trying to explore deep childhood fears that some of us may have had!<br /><br />But my friends, this sequel!!! To begin with, if you see the 2 movies one after the other like i did, you'll save a lot of your valuable time playing it in fast forward, since this Part 2 has about 40 minutes with footage from the first one. Then we get to the new footage, and... voilá: After a few sips from the leading actor's performance, we get to see him in his most absolute and complete crap acting... well, i can't describe it, not even in my mother tongue. It's so bad U have to see it for yourselves! Take a good look to his evil laughter and to the eyebrows! I believe his eyebrows act better than him! For real!<br /><br />And the plot? Well, the plot is just what you're expecting for! After his parents death, and later his brother's (in the first movie), he became so disturbed that starts killing everyone who crosses his path, or blows his nose to a red handkerchief! He does all this while, in a retarded ape style, keeps repeating: PUNISH! PUNISH!<br /><br />At least take a few minutes to appreciate the eyebrow master in action!"
"48295_0.txt",67,"Ernie Reyes Jr. and Sr. made a film with no moral integrity. They make drug dealing look like a decent way to make a living and try to make smoking and cursing like a sailor look cool. They did have a lot of catholic imagery in the film so i guess it is ok to be a bad person as long as you read the bible. Also, there are some weird scenes that involve the villian cross dressing. This being said some of the fight scenes were pretty good."
"12967_0.txt",68,"Oh, be honest. What do you expect when you watch a movie with a name like this. Well, that is what you get.<br /><br />Sure there are lots of perfect and large boobs, some of the best I have ever seen, but that cannot keep you interest lone.<br /><br />Kai Penn tried to make this funny. he was really worth watching, but there just weren't enough jokes to sustain it and what they did have was tired and a rehash of other movies.<br /><br />I could not believe the bad luck they were having trying to get this party going, and I guessed the gag long before it was revealed. I could have done without the speech."
"13868_0.txt",69,"This short t.v. show was funny, excitement, and plain old great, it's not bad for a long time ago show that has been in the air for 27 years. That is a long time and you know why that long, because it was a great show. Yogi is a bear that wants a lot of food for hibernation, he and his partner in time Boo-Boo will not stop going past the ranger and get the picnic basket. But they always fail in one after another way in a funny way but different ways. And he has a girl name Cindy who loves him but Yogi doesn't love her back, thats so funny.I wished they never stopped making ""The Yogi Bear Show"", the people back then and right now will miss the show."
"44766_0.txt",70,"You may like the movie or not, it's an obvious matter of taste and individual sensibility. Better said, you may like so much the message conveyed that you give it a ten. I gave this movie a five. In my opinion, to give a ten, cinema art qualities should be taken into account, like camera work, or robustness of plot, which allows for ellipses, or smartness of the screenplay. All this is missing in this movie. If a character runs for his life let him run till the viewer also is breathing heavily. The message itself is vague, no technical details (in such a technological subject) to give it substance. A horror film may have a ten if it is perfectly done, and possibly teaches the viewer a better understanding of the human behavior. Ideals and spirituality are harder to convey. Somebody did it, a good job indeed, with very plain examples."
"34291_0.txt",71,"I'm really on the fence about this movie. Though the score is wonderful and melodic, it is often interrupted by cheap directorial tricks. The ballad ""Isn't It Romantic"" would have been lovely if it had been performed straight, with no flounces. Instead it is truncated, and for me, ruined by cinematic tricks. ""Lover,"" a superb Richard Rodgers waltz, is sung to a horse, the late Jeanette MacDonald halting her rendition to make jokes with the animal! There are many other examples of film fireworks that fizzle. Perhaps Mamoulian was anxious to show how a movie musical could be superior to the stage, but for me all that emerges are unwelcome and dated film artifices that serve only to annoy. I get the feeling that Mamoulian didn't really like the score and tried his best to submerge it. Though I'm still on the fence, I really detested this film."
"1430_0.txt",72,"This one could have easily been called LITTLE LOST PANZER ON THE RANGE, and is a nearly brain dead but nonetheless enjoyable Spaghetti Western masquerading as a war thriller. Since Spaghetti Westerns are essentially cartoons for grown-ups, I can see how BATTLE OF THE LAST PANZER has confused many viewers into thinking it a failure. There are no ""good guys"" in this movie (a quality shared with Spaghetti), but there are no real ""bad guys"" either, which is perhaps the movie's biggest flaw -- it's hard to figure out whom exactly one should be rooting for, but one of the characters helpfully states straight out the movie's agenda: There are no good or bad nations, only good or bad men. A worthy and romantic conclusion to be sure but in direct conflict with the traditional role that Germans play in mainstream WW2 movies, which is to be the villains. Just ask Steven Spielberg.<br /><br />So like Umberto Lenzi's DESERT COMMANDOS, here is a low budget pre- DAS BOOT war movie that asks us to consider the German soldiers as people with the same kind of good/bad dualities that exist within even the most noble of us. ""Stan Cooper"" plays a more or less straight-laced young German Lt. in command of what is portrayed as the last functioning Panzer tank still fighting World War II, cut off from German lines after a devastating ambush knocks out all of the other Panzers in his column retreating from Normandy after the allied D-Day invasion, the German war effort obviously lost beyond any hope & the Nazis in a near panic as defeat looms. The majority of the film depicts Cooper and his crew roaming the faux-French countryside -- which will look eerily familiar to anyone who has seen at least three Spaghetti Westerns, since most were filmed on the same Spanish exterior locations -- encountering various indigenous locals, fighting off allied elements, and contemplating the meaning of service, loyalty, the value of life, and the price of failure to follow orders. The usual stuff, competently staged & filmed by true professionals. Whether or not the tanks or other equipment used are historically accurate is irrelevant: get over it. This is a well made movie, even if incredibly stupid if you stop to think about it.<br /><br />Regardless, all of that works pretty well until the film stumbles when the element of a woman is arbitrarily interjected, and Cooper finds himself falling in love with a hostage (blond Erna Schürer, a classic beauty in every sense of the term) who has volunteered to lead the wayward tank crew back to German lines. Skirmishes with odd looking war surplus garbed Partisans and headline Gringo star Guy Madison's ineffectual American brigade kill time and raise the body count, punctuated by a fascinating combat sequence where director Jose Luis Merino -- best known for his Gothic Horror thrillers -- colors his film with nearly opaque red and blue filters. Another interesting moment comes when Cooper is allowed access to the body of his new lust-thang and the thought of his men, his mission, and the danger they are in causes a certain amount of post traumatic stress disorder coitus interruptus, much to the annoyance of his would be squeeze. The romance subplot is perhaps the film's other major flaw but it does allow for some dimension to be added to the character of this zealous, ultra-loyal German officer and leads to the eventual cracking of his surface to let some of the humanity come through.<br /><br />But the ending is almost an unforgivable cop-out, a seemingly arbitrary ""War Is Hell"" moment added to show viewers the futility of it all, in case we missed the point on our own & were having fun. In the end Merino's message seems to be that war isn't fun but it can be entertaining for others to watch, especially if you can get your hands on a big, cool looking working tank, a pretty girl or two and some moments of choreographed destruction. The final tank battle is actually very reminiscent of a show down on the streets of a dusty Western town between the hero & the villain, and Merino chose to have the two tanks be identical to sort of tell us that one is just like the other, like Radio Raheem's LOVE and HATE knuckle dusters from DO THE RIGHT THING. It's not the most profound insight into human character ever to pop up in a war movie, but in this case it will have to do.<br /><br />All in all the movie goes on for about 10 minutes longer than it should have, and while the story is involving for sure it never really resonates on the emotional level that the subject matter would usually endow on a film. So it really is almost a pure example of how the Euro cult genre directors re-tooled their Spaghetti Western approach to ape war movies for the brief period of time (1968 to 1970 or so) that this strange little ""Euro War"" genre was all the rage, and stands as an instructive example of the process at work. Fans of the Euro B-movie scene from the 1960's/1970's will be well served by taking a look, but anyone in search of a history lesson might want to just see what's on the History Channel. That's not what these movies were made for, and holding it accountable for failing to rise to a standard imposed upon it by a future generation with different social mores isn't fair.<br /><br />7/10; look for it on one of those bargain priced multi-disc DVD box sets for about $9, and make up your own mind."
"41097_0.txt",73,"There isn't much new I can add about this film. Take everything negative from the other reviewers and multiply it by ten. Whichever angle I look at it from (script, camera, acting, story, etc.), I can't say anything positive about it. The most incredible thing is that JB took on this role! What was she thinking!? Perhaps a new title ""Die ALREADY!"" would help. If you like art-house, DON'T watch this movie. If you DON'T like art-house, definitely give it a miss. The Teletubbies have more substance than this fart-house production. You've been warned. Go and have a root-canal procedure instead - it will be a pleasant experience in comparison."
"28323_0.txt",74,"This is a fair to reasonable movie about a recluse experiencing strange sights and phenomenon in her apartment. How can she leave when she's more terrified of going out? Claustrophobic in its execution, it turns into a ghost story instead of delving into whether the things happening or just illusions are just in her mind, but therein is the motivation of the script. Where it falls apart for me is the introduction of the pseudo-intellectual ghost-hunter more interested in selling gear and a lot of paranormal mishmash, none of which makes sense or is close to the real thing, but then for the sake of story-telling, film-makers rarely care about keeping it real. Cute and attractive, Jillian Byrnes gives a very good performance, and the directing style keeps in atmosphere throughout, but like I said, it is only in the plot and how believable it is that I find fault. Does the movie have its scares? Yes, but they are from the talent of the director working with the material given him by the writer."
"49320_0.txt",75,"To put it simply: a lack of respect. GAME OF DEATH: THE ROBERT CLOUSE VERSION ranks (in two senses of the word) right alongside Ed Wood's PLAN 9 FROM OUTER SPACE. Clouse and Wood weren't the first graverobbers on the scene, to be sure, but they both came away from the boneyard with unclean hands. Like Burke and Hare, they was just lookin' to pocket some loose change. Which they did. Nor were they alone. Years after the fact, DRAGON: THE BRUCE LEE STORY (based, we're told, on Clouse's own book) would come along and reopen the old wound(s). Like most Bruce Lee fans, I suffered through the seemingly endless exploitation cycle that began the moment he died. It wasn't easy, because not a single one of the purported bioflix came anywhere near the Truth. DRAGON likewise created its own distorted ""reality,"" with yet another wannabe look-alike choreographed through yet more over-the-top, badly done fight scenes that did nothing more than add yet another layer of tarnish to the memory of a man who deserves better. GAME OF DEATH is an insult to the intelligence. Now that we have BRUCE LEE: A WARRIOR'S JOURNEY, there's no need to even go back and revisit this one."
